# op_idx  op_name                          input_shapes -> output_shapes
 185  RESIZE_BILINEAR                 in=['1x8x8x48']  -> out=['1x16x16x48']  consts=['2']
 186  ADD                             in=['1x16x16x48', '1x16x16x48']  -> out=['1x16x16x48']  consts=[]
 187  RESIZE_BILINEAR                 in=['1x16x16x48']  -> out=['1x32x32x48']  consts=['2']
 188  ADD                             in=['1x32x32x48', '1x32x32x48']  -> out=['1x32x32x48']  consts=[]
 189  RESIZE_BILINEAR                 in=['1x32x32x48']  -> out=['1x64x64x48']  consts=['2']
 190  ADD                             in=['1x64x64x48', '1x64x64x48']  -> out=['1x64x64x48']  consts=[]
 191  DEQUANTIZE                      in=[]  -> out=['48']  consts=['48']
 192  DEQUANTIZE                      in=[]  -> out=['1x3x3x48']  consts=['1x3x3x48']
 193  DEPTHWISE_CONV_2D               in=['1x64x64x48', '1x3x3x48', '48']  -> out=['1x64x64x48']  consts=[]
 194  DEQUANTIZE                      in=[]  -> out=['8x1x1x48']  consts=['8x1x1x48']
 195  DEQUANTIZE                      in=[]  -> out=['8']  consts=['8']
 196  CONV_2D                         in=['1x64x64x48', '8x1x1x48', '8']  -> out=['1x64x64x8']  consts=[]
 197  RESIZE_BILINEAR                 in=['1x64x64x8']  -> out=['1x128x128x8']  consts=['2']
 198  ADD                             in=['1x128x128x8', '1x128x128x8']  -> out=['1x128x128x8']  consts=[]
 199  DEQUANTIZE                      in=[]  -> out=['8']  consts=['8']
 200  DEQUANTIZE                      in=[]  -> out=['1x3x3x8']  consts=['1x3x3x8']
 201  DEPTHWISE_CONV_2D               in=['1x128x128x8', '1x3x3x8', '8']  -> out=['1x128x128x8']  consts=[]
 202  DEQUANTIZE                      in=[]  -> out=['8']  consts=['8']
 203  DEQUANTIZE                      in=[]  -> out=['8x1x1x8']  consts=['8x1x1x8']
 204  CONV_2D                         in=['1x128x128x8', '8x1x1x8', '8']  -> out=['1x128x128x8']  consts=[]
 205  ADD                             in=['1x128x128x8', '1x128x128x8']  -> out=['1x128x128x8']  consts=[]
 206  DEQUANTIZE                      in=[]  -> out=['1x3x3x8']  consts=['1x3x3x8']
 207  DEQUANTIZE                      in=[]  -> out=['8']  consts=['8']
 208  DEPTHWISE_CONV_2D               in=['1x128x128x8', '1x3x3x8', '8']  -> out=['1x128x128x8']  consts=[]
 209  DEQUANTIZE                      in=[]  -> out=['8']  consts=['8']
 210  DEQUANTIZE                      in=[]  -> out=['8x1x1x8']  consts=['8x1x1x8']
 211  CONV_2D                         in=['1x128x128x8', '8x1x1x8', '8']  -> out=['1x128x128x8']  consts=[]
 212  ADD                             in=['1x128x128x8', '1x128x128x8']  -> out=['1x128x128x8']  consts=[]
 213  RESIZE_BILINEAR                 in=['1x128x128x8']  -> out=['1x256x256x8']  consts=['2']
 214  DEQUANTIZE                      in=[]  -> out=['8']  consts=['8']
 215  DEQUANTIZE                      in=[]  -> out=['1x3x3x8']  consts=['1x3x3x8']
 216  DEPTHWISE_CONV_2D               in=['1x256x256x8', '1x3x3x8', '8']  -> out=['1x256x256x8']  consts=[]
 217  DEQUANTIZE                      in=[]  -> out=['8x1x1x8']  consts=['8x1x1x8']
 218  DEQUANTIZE                      in=[]  -> out=['8']  consts=['8']
 219  CONV_2D                         in=['1x256x256x8', '8x1x1x8', '8']  -> out=['1x256x256x8']  consts=[]
 220  ADD                             in=['1x256x256x8', '1x256x256x8']  -> out=['1x256x256x8']  consts=[]
 221  DEQUANTIZE                      in=[]  -> out=['8']  consts=['8']
 222  DEQUANTIZE                      in=[]  -> out=['1x3x3x8']  consts=['1x3x3x8']
 223  DEPTHWISE_CONV_2D               in=['1x256x256x8', '1x3x3x8', '8']  -> out=['1x256x256x8']  consts=[]
 224  DEQUANTIZE                      in=[]  -> out=['8x1x1x8']  consts=['8x1x1x8']
 225  DEQUANTIZE                      in=[]  -> out=['8']  consts=['8']
 226  CONV_2D                         in=['1x256x256x8', '8x1x1x8', '8']  -> out=['1x256x256x8']  consts=[]
 227  ADD                             in=['1x256x256x8', '1x256x256x8']  -> out=['1x256x256x8']  consts=[]
 228  DEQUANTIZE                      in=[]  -> out=['1x3x3x8']  consts=['1x3x3x8']
 229  DEQUANTIZE                      in=[]  -> out=['1']  consts=['1']
 230  CONV_2D                         in=['1x256x256x8', '1x3x3x8', '1']  -> out=['1x256x256x1']  consts=[]
 231  DEQUANTIZE                      in=[]  -> out=['39']  consts=['39']
 232  DEQUANTIZE                      in=[]  -> out=['39x1x1x48']  consts=['39x1x1x48']
 233  CONV_2D                         in=['1x64x64x48', '39x1x1x48', '39']  -> out=['1x64x64x39']  consts=[]
 234  DEQUANTIZE                      in=[]  -> out=['1x3x3x864']  consts=['1x3x3x864']
 235  DEQUANTIZE                      in=[]  -> out=['864']  consts=['864']
 236  DEPTHWISE_CONV_2D               in=['1x8x8x864', '1x3x3x864', '864']  -> out=['1x8x8x864']  consts=[]
 237  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 238  DEQUANTIZE                      in=[]  -> out=['288x1x1x864']  consts=['288x1x1x864']
 239  CONV_2D                         in=['1x8x8x864', '288x1x1x864', '288']  -> out=['1x8x8x288']  consts=[]
 240  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 241  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 242  DEPTHWISE_CONV_2D               in=['1x8x8x288', '1x3x3x288', '288']  -> out=['1x4x4x288']  consts=[]
 243  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 244  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 245  CONV_2D                         in=['1x4x4x288', '288x1x1x288', '288']  -> out=['1x4x4x288']  consts=[]
 246  MAX_POOL_2D                     in=['1x8x8x288']  -> out=['1x4x4x288']  consts=[]
 247  ADD                             in=['1x4x4x288', '1x4x4x288']  -> out=['1x4x4x288']  consts=[]
 248  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 249  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 250  DEPTHWISE_CONV_2D               in=['1x4x4x288', '1x3x3x288', '288']  -> out=['1x4x4x288']  consts=[]
 251  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 252  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 253  CONV_2D                         in=['1x4x4x288', '288x1x1x288', '288']  -> out=['1x4x4x288']  consts=[]
 254  ADD                             in=['1x4x4x288', '1x4x4x288']  -> out=['1x4x4x288']  consts=[]
 255  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 256  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 257  DEPTHWISE_CONV_2D               in=['1x4x4x288', '1x3x3x288', '288']  -> out=['1x4x4x288']  consts=[]
 258  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 259  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 260  CONV_2D                         in=['1x4x4x288', '288x1x1x288', '288']  -> out=['1x4x4x288']  consts=[]
 261  ADD                             in=['1x4x4x288', '1x4x4x288']  -> out=['1x4x4x288']  consts=[]
 262  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 263  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 264  DEPTHWISE_CONV_2D               in=['1x4x4x288', '1x3x3x288', '288']  -> out=['1x4x4x288']  consts=[]
 265  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 266  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 267  CONV_2D                         in=['1x4x4x288', '288x1x1x288', '288']  -> out=['1x4x4x288']  consts=[]
 268  ADD                             in=['1x4x4x288', '1x4x4x288']  -> out=['1x4x4x288']  consts=[]
 269  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 270  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 271  DEPTHWISE_CONV_2D               in=['1x4x4x288', '1x3x3x288', '288']  -> out=['1x4x4x288']  consts=[]
 272  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 273  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 274  CONV_2D                         in=['1x4x4x288', '288x1x1x288', '288']  -> out=['1x4x4x288']  consts=[]
 275  ADD                             in=['1x4x4x288', '1x4x4x288']  -> out=['1x4x4x288']  consts=[]
 276  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 277  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 278  DEPTHWISE_CONV_2D               in=['1x4x4x288', '1x3x3x288', '288']  -> out=['1x2x2x288']  consts=[]
 279  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 280  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
