# op_idx  op_name                          input_shapes -> output_shapes
 300  DEPTHWISE_CONV_2D               in=['1x8x8x1632', '1x5x5x1632', '1632']  -> out=['1x8x8x1632']  consts=[]
 301  DEQUANTIZE                      in=[]  -> out=['272']  consts=['272']
 302  DEQUANTIZE                      in=[]  -> out=['272x1x1x1632']  consts=['272x1x1x1632']
 303  CONV_2D                         in=['1x8x8x1632', '272x1x1x1632', '272']  -> out=['1x8x8x272']  consts=[]
 304  ADD                             in=['1x8x8x272', '1x8x8x272']  -> out=['1x8x8x272']  consts=[]
 305  DEQUANTIZE                      in=[]  -> out=['1632']  consts=['1632']
 306  DEQUANTIZE                      in=[]  -> out=['1632x1x1x272']  consts=['1632x1x1x272']
 307  CONV_2D                         in=['1x8x8x272', '1632x1x1x272', '1632']  -> out=['1x8x8x1632']  consts=[]
 308  DEQUANTIZE                      in=[]  -> out=['1632']  consts=['1632']
 309  DEQUANTIZE                      in=[]  -> out=['1x5x5x1632']  consts=['1x5x5x1632']
 310  DEPTHWISE_CONV_2D               in=['1x8x8x1632', '1x5x5x1632', '1632']  -> out=['1x8x8x1632']  consts=[]
 311  DEQUANTIZE                      in=[]  -> out=['272']  consts=['272']
 312  DEQUANTIZE                      in=[]  -> out=['272x1x1x1632']  consts=['272x1x1x1632']
 313  CONV_2D                         in=['1x8x8x1632', '272x1x1x1632', '272']  -> out=['1x8x8x272']  consts=[]
 314  ADD                             in=['1x8x8x272', '1x8x8x272']  -> out=['1x8x8x272']  consts=[]
 315  DEQUANTIZE                      in=[]  -> out=['1632']  consts=['1632']
 316  DEQUANTIZE                      in=[]  -> out=['1632x1x1x272']  consts=['1632x1x1x272']
 317  CONV_2D                         in=['1x8x8x272', '1632x1x1x272', '1632']  -> out=['1x8x8x1632']  consts=[]
 318  DEQUANTIZE                      in=[]  -> out=['1632']  consts=['1632']
 319  DEQUANTIZE                      in=[]  -> out=['1x5x5x1632']  consts=['1x5x5x1632']
 320  DEPTHWISE_CONV_2D               in=['1x8x8x1632', '1x5x5x1632', '1632']  -> out=['1x8x8x1632']  consts=[]
 321  DEQUANTIZE                      in=[]  -> out=['272x1x1x1632']  consts=['272x1x1x1632']
 322  DEQUANTIZE                      in=[]  -> out=['272']  consts=['272']
 323  CONV_2D                         in=['1x8x8x1632', '272x1x1x1632', '272']  -> out=['1x8x8x272']  consts=[]
 324  ADD                             in=['1x8x8x272', '1x8x8x272']  -> out=['1x8x8x272']  consts=[]
 325  DEQUANTIZE                      in=[]  -> out=['1632']  consts=['1632']
 326  DEQUANTIZE                      in=[]  -> out=['1632x1x1x272']  consts=['1632x1x1x272']
 327  CONV_2D                         in=['1x8x8x272', '1632x1x1x272', '1632']  -> out=['1x8x8x1632']  consts=[]
 328  DEQUANTIZE                      in=[]  -> out=['1x3x3x1632']  consts=['1x3x3x1632']
 329  DEQUANTIZE                      in=[]  -> out=['1632']  consts=['1632']
 330  DEPTHWISE_CONV_2D               in=['1x8x8x1632', '1x3x3x1632', '1632']  -> out=['1x8x8x1632']  consts=[]
 331  DEQUANTIZE                      in=[]  -> out=['1x3x3x1632']  consts=['1x3x3x1632']
 332  DEQUANTIZE                      in=[]  -> out=['1632']  consts=['1632']
 333  DEPTHWISE_CONV_2D               in=['1x8x8x1632', '1x3x3x1632', '1632']  -> out=['1x8x8x1632']  consts=[]
 334  DEQUANTIZE                      in=[]  -> out=['48x1x1x1632']  consts=['48x1x1x1632']
 335  DEQUANTIZE                      in=[]  -> out=['48']  consts=['48']
 336  CONV_2D                         in=['1x8x8x1632', '48x1x1x1632', '48']  -> out=['1x8x8x48']  consts=[]
 337  RESIZE_BILINEAR                 in=['1x8x8x48']  -> out=['1x16x16x48']  consts=['2']
 338  ADD                             in=['1x16x16x48', '1x16x16x48']  -> out=['1x16x16x48']  consts=[]
 339  RESIZE_BILINEAR                 in=['1x16x16x48']  -> out=['1x32x32x48']  consts=['2']
 340  ADD                             in=['1x32x32x48', '1x32x32x48']  -> out=['1x32x32x48']  consts=[]
 341  RESIZE_BILINEAR                 in=['1x32x32x48']  -> out=['1x64x64x48']  consts=['2']
 342  ADD                             in=['1x64x64x48', '1x64x64x48']  -> out=['1x64x64x48']  consts=[]
 343  DEQUANTIZE                      in=[]  -> out=['48']  consts=['48']
 344  DEQUANTIZE                      in=[]  -> out=['1x3x3x48']  consts=['1x3x3x48']
 345  DEPTHWISE_CONV_2D               in=['1x64x64x48', '1x3x3x48', '48']  -> out=['1x32x32x48']  consts=[]
 346  DEQUANTIZE                      in=[]  -> out=['96x1x1x48']  consts=['96x1x1x48']
 347  DEQUANTIZE                      in=[]  -> out=['96']  consts=['96']
 348  CONV_2D                         in=['1x32x32x48', '96x1x1x48', '96']  -> out=['1x32x32x96']  consts=[]
 349  DEQUANTIZE                      in=[]  -> out=['1x3x3x48']  consts=['1x3x3x48']
 350  DEQUANTIZE                      in=[]  -> out=['48']  consts=['48']
 351  DEPTHWISE_CONV_2D               in=['1x64x64x48', '1x3x3x48', '48']  -> out=['1x64x64x48']  consts=[]
 352  DEQUANTIZE                      in=[]  -> out=['8']  consts=['8']
 353  DEQUANTIZE                      in=[]  -> out=['8x1x1x48']  consts=['8x1x1x48']
 354  CONV_2D                         in=['1x64x64x48', '8x1x1x48', '8']  -> out=['1x64x64x8']  consts=[]
 355  RESIZE_BILINEAR                 in=['1x64x64x8']  -> out=['1x128x128x8']  consts=['2']
 356  ADD                             in=['1x128x128x8', '1x128x128x8']  -> out=['1x128x128x8']  consts=[]
 357  DEQUANTIZE                      in=[]  -> out=['8']  consts=['8']
 358  DEQUANTIZE                      in=[]  -> out=['1x3x3x8']  consts=['1x3x3x8']
 359  DEPTHWISE_CONV_2D               in=['1x128x128x8', '1x3x3x8', '8']  -> out=['1x128x128x8']  consts=[]
 360  DEQUANTIZE                      in=[]  -> out=['8']  consts=['8']
 361  DEQUANTIZE                      in=[]  -> out=['8x1x1x8']  consts=['8x1x1x8']
 362  CONV_2D                         in=['1x128x128x8', '8x1x1x8', '8']  -> out=['1x128x128x8']  consts=[]
 363  ADD                             in=['1x128x128x8', '1x128x128x8']  -> out=['1x128x128x8']  consts=[]
 364  DEQUANTIZE                      in=[]  -> out=['8']  consts=['8']
 365  DEQUANTIZE                      in=[]  -> out=['1x3x3x8']  consts=['1x3x3x8']
 366  DEPTHWISE_CONV_2D               in=['1x128x128x8', '1x3x3x8', '8']  -> out=['1x128x128x8']  consts=[]
 367  DEQUANTIZE                      in=[]  -> out=['8']  consts=['8']
 368  DEQUANTIZE                      in=[]  -> out=['8x1x1x8']  consts=['8x1x1x8']
 369  CONV_2D                         in=['1x128x128x8', '8x1x1x8', '8']  -> out=['1x128x128x8']  consts=[]
 370  ADD                             in=['1x128x128x8', '1x128x128x8']  -> out=['1x128x128x8']  consts=[]
 371  RESIZE_BILINEAR                 in=['1x128x128x8']  -> out=['1x256x256x8']  consts=['2']
 372  DEQUANTIZE                      in=[]  -> out=['1x3x3x8']  consts=['1x3x3x8']
 373  DEQUANTIZE                      in=[]  -> out=['8']  consts=['8']
 374  DEPTHWISE_CONV_2D               in=['1x256x256x8', '1x3x3x8', '8']  -> out=['1x256x256x8']  consts=[]
 375  DEQUANTIZE                      in=[]  -> out=['8x1x1x8']  consts=['8x1x1x8']
 376  DEQUANTIZE                      in=[]  -> out=['8']  consts=['8']
 377  CONV_2D                         in=['1x256x256x8', '8x1x1x8', '8']  -> out=['1x256x256x8']  consts=[]
 378  ADD                             in=['1x256x256x8', '1x256x256x8']  -> out=['1x256x256x8']  consts=[]
 379  DEQUANTIZE                      in=[]  -> out=['1x3x3x8']  consts=['1x3x3x8']
 380  DEQUANTIZE                      in=[]  -> out=['8']  consts=['8']
 381  DEPTHWISE_CONV_2D               in=['1x256x256x8', '1x3x3x8', '8']  -> out=['1x256x256x8']  consts=[]
 382  DEQUANTIZE                      in=[]  -> out=['8x1x1x8']  consts=['8x1x1x8']
 383  DEQUANTIZE                      in=[]  -> out=['8']  consts=['8']
 384  CONV_2D                         in=['1x256x256x8', '8x1x1x8', '8']  -> out=['1x256x256x8']  consts=[]
 385  ADD                             in=['1x256x256x8', '1x256x256x8']  -> out=['1x256x256x8']  consts=[]
 386  DEQUANTIZE                      in=[]  -> out=['1x3x3x8']  consts=['1x3x3x8']
 387  DEQUANTIZE                      in=[]  -> out=['1']  consts=['1']
 388  CONV_2D                         in=['1x256x256x8', '1x3x3x8', '1']  -> out=['1x256x256x1']  consts=[]
 389  MAX_POOL_2D                     in=['1x64x64x48']  -> out=['1x32x32x48']  consts=[]
 390  PAD                             in=['1x32x32x48']  -> out=['1x32x32x96']  consts=['4x2']
 391  ADD                             in=['1x32x32x96', '1x32x32x96']  -> out=['1x32x32x96']  consts=[]
 392  DEQUANTIZE                      in=[]  -> out=['96']  consts=['96']
 393  DEQUANTIZE                      in=[]  -> out=['1x3x3x96']  consts=['1x3x3x96']
 394  DEPTHWISE_CONV_2D               in=['1x32x32x96', '1x3x3x96', '96']  -> out=['1x32x32x96']  consts=[]
 395  DEQUANTIZE                      in=[]  -> out=['96']  consts=['96']
 396  DEQUANTIZE                      in=[]  -> out=['96x1x1x96']  consts=['96x1x1x96']
 397  CONV_2D                         in=['1x32x32x96', '96x1x1x96', '96']  -> out=['1x32x32x96']  consts=[]
 398  ADD                             in=['1x32x32x96', '1x32x32x96']  -> out=['1x32x32x96']  consts=[]
 399  DEQUANTIZE                      in=[]  -> out=['96']  consts=['96']
 400  DEQUANTIZE                      in=[]  -> out=['1x3x3x96']  consts=['1x3x3x96']
 401  DEPTHWISE_CONV_2D               in=['1x32x32x96', '1x3x3x96', '96']  -> out=['1x32x32x96']  consts=[]
 402  DEQUANTIZE                      in=[]  -> out=['96x1x1x96']  consts=['96x1x1x96']
 403  DEQUANTIZE                      in=[]  -> out=['96']  consts=['96']
 404  CONV_2D                         in=['1x32x32x96', '96x1x1x96', '96']  -> out=['1x32x32x96']  consts=[]
 405  ADD                             in=['1x32x32x96', '1x32x32x96']  -> out=['1x32x32x96']  consts=[]
 406  DEQUANTIZE                      in=[]  -> out=['1x3x3x96']  consts=['1x3x3x96']
 407  DEQUANTIZE                      in=[]  -> out=['96']  consts=['96']
 408  DEPTHWISE_CONV_2D               in=['1x32x32x96', '1x3x3x96', '96']  -> out=['1x32x32x96']  consts=[]
 409  DEQUANTIZE                      in=[]  -> out=['96x1x1x96']  consts=['96x1x1x96']
 410  DEQUANTIZE                      in=[]  -> out=['96']  consts=['96']
 411  CONV_2D                         in=['1x32x32x96', '96x1x1x96', '96']  -> out=['1x32x32x96']  consts=[]
 412  ADD                             in=['1x32x32x96', '1x32x32x96']  -> out=['1x32x32x96']  consts=[]
 413  DEQUANTIZE                      in=[]  -> out=['1x3x3x96']  consts=['1x3x3x96']
 414  DEQUANTIZE                      in=[]  -> out=['96']  consts=['96']
 415  DEPTHWISE_CONV_2D               in=['1x32x32x96', '1x3x3x96', '96']  -> out=['1x32x32x96']  consts=[]
 416  DEQUANTIZE                      in=[]  -> out=['96']  consts=['96']
 417  DEQUANTIZE                      in=[]  -> out=['96x1x1x96']  consts=['96x1x1x96']
 418  CONV_2D                         in=['1x32x32x96', '96x1x1x96', '96']  -> out=['1x32x32x96']  consts=[]
 419  ADD                             in=['1x32x32x96', '1x32x32x96']  -> out=['1x32x32x96']  consts=[]
 420  DEQUANTIZE                      in=[]  -> out=['1x3x3x96']  consts=['1x3x3x96']
 421  DEQUANTIZE                      in=[]  -> out=['96']  consts=['96']
 422  DEPTHWISE_CONV_2D               in=['1x32x32x96', '1x3x3x96', '96']  -> out=['1x32x32x96']  consts=[]
 423  DEQUANTIZE                      in=[]  -> out=['96x1x1x96']  consts=['96x1x1x96']
 424  DEQUANTIZE                      in=[]  -> out=['96']  consts=['96']
 425  CONV_2D                         in=['1x32x32x96', '96x1x1x96', '96']  -> out=['1x32x32x96']  consts=[]
 426  ADD                             in=['1x32x32x96', '1x32x32x96']  -> out=['1x32x32x96']  consts=[]
 427  DEQUANTIZE                      in=[]  -> out=['96']  consts=['96']
 428  DEQUANTIZE                      in=[]  -> out=['1x3x3x96']  consts=['1x3x3x96']
 429  DEPTHWISE_CONV_2D               in=['1x32x32x96', '1x3x3x96', '96']  -> out=['1x32x32x96']  consts=[]
 430  DEQUANTIZE                      in=[]  -> out=['96']  consts=['96']
 431  DEQUANTIZE                      in=[]  -> out=['96x1x1x96']  consts=['96x1x1x96']
 432  CONV_2D                         in=['1x32x32x96', '96x1x1x96', '96']  -> out=['1x32x32x96']  consts=[]
 433  ADD                             in=['1x32x32x96', '1x32x32x96']  -> out=['1x32x32x96']  consts=[]
 434  ADD                             in=['1x32x32x96', '1x32x32x96']  -> out=['1x32x32x96']  consts=[]
 435  DEQUANTIZE                      in=[]  -> out=['96']  consts=['96']
 436  DEQUANTIZE                      in=[]  -> out=['1x3x3x96']  consts=['1x3x3x96']
 437  DEPTHWISE_CONV_2D               in=['1x32x32x96', '1x3x3x96', '96']  -> out=['1x16x16x96']  consts=[]
 438  DEQUANTIZE                      in=[]  -> out=['192']  consts=['192']
 439  DEQUANTIZE                      in=[]  -> out=['192x1x1x96']  consts=['192x1x1x96']
 440  CONV_2D                         in=['1x16x16x96', '192x1x1x96', '192']  -> out=['1x16x16x192']  consts=[]
 441  MAX_POOL_2D                     in=['1x32x32x96']  -> out=['1x16x16x96']  consts=[]
 442  PAD                             in=['1x16x16x96']  -> out=['1x16x16x192']  consts=['4x2']
 443  ADD                             in=['1x16x16x192', '1x16x16x192']  -> out=['1x16x16x192']  consts=[]
 444  DEQUANTIZE                      in=[]  -> out=['1x3x3x192']  consts=['1x3x3x192']
 445  DEQUANTIZE                      in=[]  -> out=['192']  consts=['192']
 446  DEPTHWISE_CONV_2D               in=['1x16x16x192', '1x3x3x192', '192']  -> out=['1x16x16x192']  consts=[]
 447  DEQUANTIZE                      in=[]  -> out=['192']  consts=['192']
 448  DEQUANTIZE                      in=[]  -> out=['192x1x1x192']  consts=['192x1x1x192']
 449  CONV_2D                         in=['1x16x16x192', '192x1x1x192', '192']  -> out=['1x16x16x192']  consts=[]
 450  ADD                             in=['1x16x16x192', '1x16x16x192']  -> out=['1x16x16x192']  consts=[]
 451  DEQUANTIZE                      in=[]  -> out=['192']  consts=['192']
 452  DEQUANTIZE                      in=[]  -> out=['1x3x3x192']  consts=['1x3x3x192']
 453  DEPTHWISE_CONV_2D               in=['1x16x16x192', '1x3x3x192', '192']  -> out=['1x16x16x192']  consts=[]
 454  DEQUANTIZE                      in=[]  -> out=['192x1x1x192']  consts=['192x1x1x192']
 455  DEQUANTIZE                      in=[]  -> out=['192']  consts=['192']
 456  CONV_2D                         in=['1x16x16x192', '192x1x1x192', '192']  -> out=['1x16x16x192']  consts=[]
 457  ADD                             in=['1x16x16x192', '1x16x16x192']  -> out=['1x16x16x192']  consts=[]
 458  DEQUANTIZE                      in=[]  -> out=['1x3x3x192']  consts=['1x3x3x192']
 459  DEQUANTIZE                      in=[]  -> out=['192']  consts=['192']
 460  DEPTHWISE_CONV_2D               in=['1x16x16x192', '1x3x3x192', '192']  -> out=['1x16x16x192']  consts=[]
 461  DEQUANTIZE                      in=[]  -> out=['192x1x1x192']  consts=['192x1x1x192']
 462  DEQUANTIZE                      in=[]  -> out=['192']  consts=['192']
 463  CONV_2D                         in=['1x16x16x192', '192x1x1x192', '192']  -> out=['1x16x16x192']  consts=[]
 464  ADD                             in=['1x16x16x192', '1x16x16x192']  -> out=['1x16x16x192']  consts=[]
 465  DEQUANTIZE                      in=[]  -> out=['1x3x3x192']  consts=['1x3x3x192']
 466  DEQUANTIZE                      in=[]  -> out=['192']  consts=['192']
 467  DEPTHWISE_CONV_2D               in=['1x16x16x192', '1x3x3x192', '192']  -> out=['1x16x16x192']  consts=[]
 468  DEQUANTIZE                      in=[]  -> out=['192']  consts=['192']
 469  DEQUANTIZE                      in=[]  -> out=['192x1x1x192']  consts=['192x1x1x192']
 470  CONV_2D                         in=['1x16x16x192', '192x1x1x192', '192']  -> out=['1x16x16x192']  consts=[]
 471  ADD                             in=['1x16x16x192', '1x16x16x192']  -> out=['1x16x16x192']  consts=[]
 472  DEQUANTIZE                      in=[]  -> out=['1x3x3x192']  consts=['1x3x3x192']
 473  DEQUANTIZE                      in=[]  -> out=['192']  consts=['192']
 474  DEPTHWISE_CONV_2D               in=['1x16x16x192', '1x3x3x192', '192']  -> out=['1x16x16x192']  consts=[]
 475  DEQUANTIZE                      in=[]  -> out=['192x1x1x192']  consts=['192x1x1x192']
 476  DEQUANTIZE                      in=[]  -> out=['192']  consts=['192']
 477  CONV_2D                         in=['1x16x16x192', '192x1x1x192', '192']  -> out=['1x16x16x192']  consts=[]
 478  ADD                             in=['1x16x16x192', '1x16x16x192']  -> out=['1x16x16x192']  consts=[]
 479  DEQUANTIZE                      in=[]  -> out=['192']  consts=['192']
 480  DEQUANTIZE                      in=[]  -> out=['1x3x3x192']  consts=['1x3x3x192']
 481  DEPTHWISE_CONV_2D               in=['1x16x16x192', '1x3x3x192', '192']  -> out=['1x16x16x192']  consts=[]
 482  DEQUANTIZE                      in=[]  -> out=['192']  consts=['192']
 483  DEQUANTIZE                      in=[]  -> out=['192x1x1x192']  consts=['192x1x1x192']
 484  CONV_2D                         in=['1x16x16x192', '192x1x1x192', '192']  -> out=['1x16x16x192']  consts=[]
 485  ADD                             in=['1x16x16x192', '1x16x16x192']  -> out=['1x16x16x192']  consts=[]
 486  DEQUANTIZE                      in=[]  -> out=['1x3x3x192']  consts=['1x3x3x192']
 487  DEQUANTIZE                      in=[]  -> out=['192']  consts=['192']
 488  DEPTHWISE_CONV_2D               in=['1x16x16x192', '1x3x3x192', '192']  -> out=['1x16x16x192']  consts=[]
 489  DEQUANTIZE                      in=[]  -> out=['192x1x1x192']  consts=['192x1x1x192']
 490  DEQUANTIZE                      in=[]  -> out=['192']  consts=['192']
 491  CONV_2D                         in=['1x16x16x192', '192x1x1x192', '192']  -> out=['1x16x16x192']  consts=[]
 492  ADD                             in=['1x16x16x192', '1x16x16x192']  -> out=['1x16x16x192']  consts=[]
 493  ADD                             in=['1x16x16x192', '1x16x16x192']  -> out=['1x16x16x192']  consts=[]
 494  DEQUANTIZE                      in=[]  -> out=['192']  consts=['192']
 495  DEQUANTIZE                      in=[]  -> out=['1x3x3x192']  consts=['1x3x3x192']
 496  DEPTHWISE_CONV_2D               in=['1x16x16x192', '1x3x3x192', '192']  -> out=['1x8x8x192']  consts=[]
 497  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 498  DEQUANTIZE                      in=[]  -> out=['288x1x1x192']  consts=['288x1x1x192']
 499  CONV_2D                         in=['1x8x8x192', '288x1x1x192', '288']  -> out=['1x8x8x288']  consts=[]
 500  MAX_POOL_2D                     in=['1x16x16x192']  -> out=['1x8x8x192']  consts=[]
 501  PAD                             in=['1x8x8x192']  -> out=['1x8x8x288']  consts=['4x2']
 502  ADD                             in=['1x8x8x288', '1x8x8x288']  -> out=['1x8x8x288']  consts=[]
 503  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 504  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 505  DEPTHWISE_CONV_2D               in=['1x8x8x288', '1x3x3x288', '288']  -> out=['1x8x8x288']  consts=[]
 506  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 507  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 508  CONV_2D                         in=['1x8x8x288', '288x1x1x288', '288']  -> out=['1x8x8x288']  consts=[]
 509  ADD                             in=['1x8x8x288', '1x8x8x288']  -> out=['1x8x8x288']  consts=[]
 510  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 511  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 512  DEPTHWISE_CONV_2D               in=['1x8x8x288', '1x3x3x288', '288']  -> out=['1x8x8x288']  consts=[]
 513  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 514  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 515  CONV_2D                         in=['1x8x8x288', '288x1x1x288', '288']  -> out=['1x8x8x288']  consts=[]
 516  ADD                             in=['1x8x8x288', '1x8x8x288']  -> out=['1x8x8x288']  consts=[]
 517  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 518  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 519  DEPTHWISE_CONV_2D               in=['1x8x8x288', '1x3x3x288', '288']  -> out=['1x8x8x288']  consts=[]
 520  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 521  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 522  CONV_2D                         in=['1x8x8x288', '288x1x1x288', '288']  -> out=['1x8x8x288']  consts=[]
 523  ADD                             in=['1x8x8x288', '1x8x8x288']  -> out=['1x8x8x288']  consts=[]
 524  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 525  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 526  DEPTHWISE_CONV_2D               in=['1x8x8x288', '1x3x3x288', '288']  -> out=['1x8x8x288']  consts=[]
 527  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 528  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 529  CONV_2D                         in=['1x8x8x288', '288x1x1x288', '288']  -> out=['1x8x8x288']  consts=[]
 530  ADD                             in=['1x8x8x288', '1x8x8x288']  -> out=['1x8x8x288']  consts=[]
 531  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 532  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 533  DEPTHWISE_CONV_2D               in=['1x8x8x288', '1x3x3x288', '288']  -> out=['1x8x8x288']  consts=[]
 534  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 535  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 536  CONV_2D                         in=['1x8x8x288', '288x1x1x288', '288']  -> out=['1x8x8x288']  consts=[]
 537  ADD                             in=['1x8x8x288', '1x8x8x288']  -> out=['1x8x8x288']  consts=[]
 538  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 539  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 540  DEPTHWISE_CONV_2D               in=['1x8x8x288', '1x3x3x288', '288']  -> out=['1x8x8x288']  consts=[]
 541  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 542  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 543  CONV_2D                         in=['1x8x8x288', '288x1x1x288', '288']  -> out=['1x8x8x288']  consts=[]
 544  ADD                             in=['1x8x8x288', '1x8x8x288']  -> out=['1x8x8x288']  consts=[]
 545  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 546  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 547  DEPTHWISE_CONV_2D               in=['1x8x8x288', '1x3x3x288', '288']  -> out=['1x8x8x288']  consts=[]
 548  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 549  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 550  CONV_2D                         in=['1x8x8x288', '288x1x1x288', '288']  -> out=['1x8x8x288']  consts=[]
 551  ADD                             in=['1x8x8x288', '1x8x8x288']  -> out=['1x8x8x288']  consts=[]
 552  DEQUANTIZE                      in=[]  -> out=['39x1x1x48']  consts=['39x1x1x48']
 553  DEQUANTIZE                      in=[]  -> out=['39']  consts=['39']
 554  CONV_2D                         in=['1x64x64x48', '39x1x1x48', '39']  -> out=['1x64x64x39']  consts=[]
 555  DEQUANTIZE                      in=[]  -> out=['1x3x3x1632']  consts=['1x3x3x1632']
 556  DEQUANTIZE                      in=[]  -> out=['1632']  consts=['1632']
 557  DEPTHWISE_CONV_2D               in=['1x8x8x1632', '1x3x3x1632', '1632']  -> out=['1x8x8x1632']  consts=[]
 558  DEQUANTIZE                      in=[]  -> out=['288x1x1x1632']  consts=['288x1x1x1632']
 559  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 560  CONV_2D                         in=['1x8x8x1632', '288x1x1x1632', '288']  -> out=['1x8x8x288']  consts=[]
 561  ADD                             in=['1x8x8x288', '1x8x8x288']  -> out=['1x8x8x288']  consts=[]
 562  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 563  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 564  DEPTHWISE_CONV_2D               in=['1x8x8x288', '1x3x3x288', '288']  -> out=['1x4x4x288']  consts=[]
 565  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 566  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 567  CONV_2D                         in=['1x4x4x288', '288x1x1x288', '288']  -> out=['1x4x4x288']  consts=[]
 568  MAX_POOL_2D                     in=['1x8x8x288']  -> out=['1x4x4x288']  consts=[]
 569  ADD                             in=['1x4x4x288', '1x4x4x288']  -> out=['1x4x4x288']  consts=[]
 570  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 571  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 572  DEPTHWISE_CONV_2D               in=['1x4x4x288', '1x3x3x288', '288']  -> out=['1x4x4x288']  consts=[]
 573  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 574  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 575  CONV_2D                         in=['1x4x4x288', '288x1x1x288', '288']  -> out=['1x4x4x288']  consts=[]
 576  ADD                             in=['1x4x4x288', '1x4x4x288']  -> out=['1x4x4x288']  consts=[]
 577  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 578  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 579  DEPTHWISE_CONV_2D               in=['1x4x4x288', '1x3x3x288', '288']  -> out=['1x4x4x288']  consts=[]
 580  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 581  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 582  CONV_2D                         in=['1x4x4x288', '288x1x1x288', '288']  -> out=['1x4x4x288']  consts=[]
 583  ADD                             in=['1x4x4x288', '1x4x4x288']  -> out=['1x4x4x288']  consts=[]
 584  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 585  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 586  DEPTHWISE_CONV_2D               in=['1x4x4x288', '1x3x3x288', '288']  -> out=['1x4x4x288']  consts=[]
 587  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 588  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 589  CONV_2D                         in=['1x4x4x288', '288x1x1x288', '288']  -> out=['1x4x4x288']  consts=[]
 590  ADD                             in=['1x4x4x288', '1x4x4x288']  -> out=['1x4x4x288']  consts=[]
 591  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 592  DEQUANTIZE                      in=[]  -> out=['1x3x3x288']  consts=['1x3x3x288']
 593  DEPTHWISE_CONV_2D               in=['1x4x4x288', '1x3x3x288', '288']  -> out=['1x4x4x288']  consts=[]
 594  DEQUANTIZE                      in=[]  -> out=['288']  consts=['288']
 595  DEQUANTIZE                      in=[]  -> out=['288x1x1x288']  consts=['288x1x1x288']
 596  CONV_2D                         in=['1x4x4x288', '288x1x1x288', '288']  -> out=['1x4x4x288']  consts=[]
