# op_idx  op_name                          input_shapes -> output_shapes
 180  DENSIFY                         in=[]  -> out=['1152x1x1x192']  consts=['1152x1x1x192']
 181  DEQUANTIZE                      in=['1152x1x1x192']  -> out=['1152x1x1x192']  consts=[]
 182  DEQUANTIZE                      in=[]  -> out=['1152']  consts=['1152']
 183  CONV_2D                         in=['1x7x7x192', '1152x1x1x192', '1152']  -> out=['1x7x7x1152']  consts=[]
 184  DEQUANTIZE                      in=[]  -> out=['1152']  consts=['1152']
 185  DEQUANTIZE                      in=[]  -> out=['1x5x5x1152']  consts=['1x5x5x1152']
 186  DEPTHWISE_CONV_2D               in=['1x7x7x1152', '1x5x5x1152', '1152']  -> out=['1x7x7x1152']  consts=[]
 187  DENSIFY                         in=[]  -> out=['192x1x1x1152']  consts=['192x1x1x1152']
 188  DEQUANTIZE                      in=['192x1x1x1152']  -> out=['192x1x1x1152']  consts=[]
 189  DEQUANTIZE                      in=[]  -> out=['192']  consts=['192']
 190  CONV_2D                         in=['1x7x7x1152', '192x1x1x1152', '192']  -> out=['1x7x7x192']  consts=[]
 191  ADD                             in=['1x7x7x192', '1x7x7x192']  -> out=['1x7x7x192']  consts=[]
 192  DEQUANTIZE                      in=[]  -> out=['1152']  consts=['1152']
 193  DENSIFY                         in=[]  -> out=['1152x1x1x192']  consts=['1152x1x1x192']
 194  DEQUANTIZE                      in=['1152x1x1x192']  -> out=['1152x1x1x192']  consts=[]
 195  CONV_2D                         in=['1x7x7x192', '1152x1x1x192', '1152']  -> out=['1x7x7x1152']  consts=[]
 196  DEQUANTIZE                      in=[]  -> out=['1x3x3x1152']  consts=['1x3x3x1152']
 197  DEQUANTIZE                      in=[]  -> out=['1152']  consts=['1152']
 198  DEPTHWISE_CONV_2D               in=['1x7x7x1152', '1x3x3x1152', '1152']  -> out=['1x7x7x1152']  consts=[]
 199  DEPTH_TO_SPACE                  in=['1x7x7x1152']  -> out=['1x14x14x288']  consts=[]
 200  RESIZE_BILINEAR                 in=['1x7x7x1152']  -> out=['1x14x14x1152']  consts=['2']
 201  DEQUANTIZE                      in=[]  -> out=['192']  consts=['192']
 202  DENSIFY                         in=[]  -> out=['192x1x1x1152']  consts=['192x1x1x1152']
 203  DEQUANTIZE                      in=['192x1x1x1152']  -> out=['192x1x1x1152']  consts=[]
 204  CONV_2D                         in=['1x14x14x1152', '192x1x1x1152', '192']  -> out=['1x14x14x192']  consts=[]
 205  ADD                             in=['1x14x14x192', '1x14x14x192']  -> out=['1x14x14x192']  consts=[]
 206  DEQUANTIZE                      in=[]  -> out=['1x3x3x192']  consts=['1x3x3x192']
 207  DEQUANTIZE                      in=[]  -> out=['192']  consts=['192']
 208  DEPTHWISE_CONV_2D               in=['1x14x14x192', '1x3x3x192', '192']  -> out=['1x14x14x192']  consts=[]
 209  DENSIFY                         in=[]  -> out=['192x1x1x192']  consts=['192x1x1x192']
 210  DEQUANTIZE                      in=['192x1x1x192']  -> out=['192x1x1x192']  consts=[]
 211  DEQUANTIZE                      in=[]  -> out=['192']  consts=['192']
 212  CONV_2D                         in=['1x14x14x192', '192x1x1x192', '192']  -> out=['1x14x14x192']  consts=[]
